Collected,Name,Type,Slot,Size,Mass,Rating,Category,Integrity,No Repairs,Coverage,Special Trait,Life,Energy Upkeep,Matter Upkeep,Heat Generation,Energy Generation,Energy Storage,Power Stability,Time/Move,Mod/Extra,Drag,Energy/Move,Heat/Move,Support,Penalty,Burnout,Special,Range,Shot Energy,Shot Matter,Shot Heat,Recoil,Targeting,Delay,Overload Stability,Waypoints,Arc,Wide,Projectile Count,Damage Min,Damage Max,Damage Type,Critical,Penetration,Heat Transfer,Spectrum,Disruption,Salvage,Explosion Radius,Explosion Arc,Explosion Damage Min,Explosion Damage Max,Falloff,Chunks,Explosion Type,Explosion Heat Transfer,Explosion Spectrum,Explosion Disruption,Explosion Salvage,Effect,Description,Hackable Schematic,Fabrication Number,Fabrication Time,Fabrication Components,Studyable,Supporter Attribution
"52","Exp. System Purifier","Device","Utility","1","4","9","Prototype","300","1","15","Fragile","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.00% chance each turn to purge 1% of system corruption, losing 3 integrity each time the effect is applied.
 <parallel_ok>","","","","","","","",
"12","Tractor Beam","Device","Utility","1","1","1","","25","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically collects matter within a range of 6.","","1","2","51/25/17","","","",
"42","Hpw. Tractor Beam","Device","Utility","1","1","3","","30","","30","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically collects matter within a range of 10.","","1","2","73/36/24","","","Dagaz",
"168","Lrn. Tractor Beam","Device","Utility","1","1","6","","35","","30","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically collects matter within a range of 14.","","1","2","106/53/35","","","Nocken",
"3","Cep. Matter Streamer","Device","Utility","1","1","9","Prototype","60","1","30","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically collects matter within a range of 16. Ignores all obstacles and does not require line of sight.","","","","","","","",
"57","Mobile Refinery Mk. CCLXVII","Device","Utility","1","5","5","Prototype","120","1","40","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Attracts any debris within at least a range of 14, converting it to matter on arrival.","","","","","","","",
"9","Trap Extractor","Device","Utility","1","2","2","","70","","15","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables 60% chance to extract a non-hostile trap at current location, adding it to the extractor inventory if possible. Can hold up to 4 traps of the same type, but cannot store stasis traps. Each extraction attempt requires 5 matter. Activate a second time to begin dropping stored traps to the ground at a rate of one per turn. Also prevents user system corruption from accidentally triggering a trap at current location due to movement.","","1","2","62/31/20","","","",
"65","Imp. Trap Extractor","Device","Utility","1","3","4","","85","","15","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables 80% chance to extract a non-hostile trap at current location, adding it to the extractor inventory if possible. Can hold up to 6 traps of the same type, but cannot store stasis traps. Each extraction attempt requires 5 matter. Activate a second time to begin dropping stored traps to the ground at a rate of one per turn. Also prevents user system corruption from accidentally triggering a trap at current location due to movement.","","1","2","84/42/28","","","",
"23","Adv. Trap Extractor","Device","Utility","1","4","6","","100","","15","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables 100% chance to extract a non-hostile trap at current location, adding it to the extractor inventory if possible. Can hold up to 8 traps of the same type, but cannot store stasis traps. Each extraction attempt requires 5 matter. Activate a second time to begin dropping stored traps to the ground at a rate of one per turn. Also prevents user system corruption from accidentally triggering a trap at current location due to movement.","","1","2","106/53/35","","","",
"1","Exp. Trap Extractor","Device","Utility","1","8","8","Prototype","125","1","15","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables 120% chance to extract a non-hostile trap at current location, adding it to the extractor inventory if possible. Can hold up to 12 traps of the same type, but cannot store stasis traps. Each extraction attempt requires 5 matter. Activate a second time to begin dropping stored traps to the ground at a rate of one per turn. Also prevents user system corruption from accidentally triggering a trap at current location due to movement.","","","","","","","",
"12","Trap Reconfigurator","Device","Utility","1","1","8","Prototype","65","1","15","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically and instantly reprograms visible hostile traps within a range of 14.","","","","","","","",
"16","Recalibrator","Device","Utility","1","1","4","","25","","15","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70% chance each turn to restore a broken or malfunctioning part, attached or in inventory, to functionality. Unable to repair alien technology, or prototypes above rating 8.
 <parallel_ok>","","1","2","84/42/28","","","",
"16","Imp. Recalibrator","Device","Utility","1","1","6","","30","","15","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00% chance each turn to restore a broken or malfunctioning part, attached or in inventory, to functionality. Unable to repair alien technology, or prototypes above rating 8.
 <parallel_ok>","","1","2","106/53/35","","","youngster",
"26","Adv. Recalibrator","Device","Utility","1","1","8","","35","","15","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.00% chance each turn to restore a broken or malfunctioning part, attached or in inventory, to functionality. Unable to repair alien technology, or prototypes above rating 8.
 <parallel_ok>","","1","2","128/64/42","","","aGarbage",
"1","Exp. Recalibrator","Device","Utility","1","1","8","Prototype","40","1","15","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.50% chance each turn to restore a broken or malfunctioning part, attached or in inventory, to functionality. Unable to repair alien technology, or prototypes above rating 8.
 <parallel_ok>","","","","","","","",
"8","Crosscalibrator","Device","Utility","1","1","9","Prototype","50","1","15","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.00% chance each turn to convert a faulty prototype, attached or in inventory, into a working version. Operation requires having at least two of the same prototype, even if both are faulty.
 <parallel_ok>","","","","","","","",
"19","Field Recycling Unit","Device","Utility","1","8","2","","60","","15","","","4","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Activate a second time to begin automatically collecting parts at current location to recycle them into matter (25% efficiency) at a rate of 2 per turn. Can hold no more than 100 scrap at a time.
 <parallel_ok, resume_ok>","","1","2","62/31/20","","","Patrick Jones",
"45","Imp. Field Recycling Unit","Device","Utility","1","12","4","","70","","15","","","6","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Activate a second time to begin automatically collecting parts at current location to recycle them into matter (45% efficiency) at a rate of 4 per turn. Can hold no more than 200 scrap at a time.
 <parallel_ok, resume_ok>","","1","2","84/42/28","","","Kaz",
"19","Adv. Field Recycling Unit","Device","Utility","1","16","6","","80","","15","","","8","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Activate a second time to begin automatically collecting parts at current location to recycle them into matter (60% efficiency) at a rate of 6 per turn. Can hold no more than 300 scrap at a time.
 <parallel_ok, resume_ok>","","1","2","106/53/35","","","Luringen",
