Type,Category,Name/Number,Content
"Analysis","Derelict","Parasite","Parasites remotely drain energy from all nearby robots for an unknown purpose. This can temporarily incapacitate the victims, but also cools them significantly."
"Analysis","Derelict","Ranger","Although derelict Rangers lack stopping power, in greater numbers their speed and aggression can cause problems for cave patrols caught in ambushes. Reports indicate that projectiles seemingly come from the walls before contact is even made, further suggesting they descended from an early hunter prototype before it was converted to a legged design for improved durability."
"Analysis","Derelict","Samaritan","As a number of derelicts have insufficient or unreliable power supplies, some crafty derelict came up with the idea to create mobile recharging stations that generate and transmit energy to all nearby robot systems."
"Analysis","Derelict","Sapper","While sappers lack staying power in extended fights and therefore don't pose a direct threat, they are quickly becoming a headache due to their capacity for clandestine destruction, operating in isolated units that aren't even directed by Warlord. Sappers run their own missions then feed new route data to enemy forces, making them somewhat harder to track down."
"Analysis","Derelict","Savage","Savages are early B-series brawlers, before they were upgraded with better armor. They also swing mauls rather than the faster hammers and maces of new brawler variants."
"Analysis","Derelict","Scientist","The original C-35 design was focused on passive analysis and rudimentary heavy lifting since I handled most of the fundamental generative work, though later derelict derivations encountered in the 0b1 caves have demonstrated an increasingly creative streak. I might need to sweep the caves clear of them to avoid an eventual tech race. After harvesting their knowledge, of course."
"Analysis","Derelict","Scrapoid","Small unintelligent robots of unknown origin that appear together in small groups, creating havoc for the short while they manage to survive. These swarms seem to form suddenly without any clear source, though activity appears more frequent near Recycling Units, and they are noticeably attracted to spare parts. This is not surprising; leave enough of a given resource lying around, even junk, and something will eventually evolve to make use of it. So far in Complex 0b10 I haven't seen much of the same Scrapoid activity that occasionally plagues Complex 0b1."
"Analysis","Derelict","Scrapper","For a long time often encountered occupying the fringes of Complex 0b1, scrappers have much more recently started encroaching on the edges of Complex 0b10. They have never been able to meaningfully organize themselves and seem to enjoy little more than tinkering with discarded components, and therefore pose little threat to operations. Scrapper loadouts have continued to evolve as they tweak the components they find, however, so could be a good target for research at some point."
"Analysis","Derelict","Subdweller","Equipped with gear of mostly local construction, Subdwellers are capable of navigating through otherwise seemingly impenetrable twisted machinery, making them difficult for patrols to engage effectively. They are generally aggressive, and protective of nearby artisans and cobblers, but may also become skittish and run away or seek help when attacked."
"Analysis","Derelict","Surgeon","Surgeons are derelict-modified mechanics that combine repair and recycling in a single design. Without a recycling infrastructure to support manufacturing, derelict groups rely on surgeons to handle both tasks."
"Analysis","Derelict","Thief","Fast and extremely difficult to core, the thief is the most effective method derelict groups have of stealing new components directly from robots without excessive collateral damage. With a growing number of these in the caves, for now I'm reluctant to send any of the new prototypes to clear them out lest they steal that technology, too."
