Collected,Name,Type,Slot,Size,Mass,Rating,Category,Integrity,No Repairs,Coverage,Special Trait,Life,Energy Upkeep,Matter Upkeep,Heat Generation,Energy Generation,Energy Storage,Power Stability,Time/Move,Mod/Extra,Drag,Energy/Move,Heat/Move,Support,Penalty,Burnout,Siege,Range,Shot Energy,Shot Matter,Shot Heat,Recoil,Targeting,Delay,Overload Stability,Waypoints,Arc,Projectile Count,Damage,Damage Type,Critical,Penetration,Heat Transfer,Spectrum,Disruption,Salvage,Explosion Radius,Explosion Damage,Falloff,Explosion Type,Explosion Heat Transfer,Explosion Spectrum,Explosion Disruption,Explosion Salvage,Effect,Description,Hackable Schematic,Fabrication Number,Fabrication Time,Fabrication Components
"1","Assault Drone Bay","Device","Utility","2","10","7","Prototype","400","1","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 2 Assault Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","1","187/93/62","",
"3","Stealth Drone Bay","Device","Utility","2","8","7","Prototype","250","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 2 Stealth Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","1","1","187/93/62","",
"-1","Swarm Drone Bay","Device","Utility","2","12","7","Prototype","250","1","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 4 Swarm Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"5","Supersonic Drone Bay","Device","Utility","1","1","7","Prototype","120","1","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds 1 Trailblazer. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"30","Sensor Drone Bay","Device","Utility","1","14","7","Prototype","400","1","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 20 Sensor Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"69","Hacking Drone Bay","Device","Utility","1","1","8","Prototype","150","1","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds 1 Hacking Drone. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"7","Minesniffer Drone Bay","Device","Utility","1","10","8","Prototype","300","1","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 10 Minesniffer Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"1","Army-in-a-Box","Device","Utility","6","80","8","Prototype","1000","1","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 30 Army Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"1","Wardrone Bay","Device","Utility","10","50","10","Prototype","2750","1","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds 1 Wardrone. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"26","Bomb Factory No. 2","Device","Utility","2","30","5","Prototype","400","1","200","","","10","2","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fabricates a Dirty Bomb Trap at a rate of 1 per 25 turns.
 <parallel_ok, resume_ok>","","","","","",
"1","Mobile Assembly Unit","Device","Utility","4","40","4","","200","1","400","","","10","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fabricates a random Assembled at a rate of 1 per 50 turns.
 <parallel_ok, resume_ok>","","","","","",
"5","Heart of Steel","Device","Utility","3","10","7","Prototype","300","1","60","","","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Undergoes a transformaton after remaining active for 200 turns.
 <parallel_ok, resume_ok>","","","","","",
